survey_year,timestamp,salaryusd,country,postalcode,primarydatabase,yearswiththisdatabase,otherdatabases,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,howmanycompanies,otherpeopleonyourteam,companyemployeesoverall,databaseservers,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,populationoflargestcitywithin20miles,employmentsector,lookingforanotherjob,careerplansthisyear,gender,otherjobduties,kindsoftasksperformed,counter
2019,2018-12-11T06:53:48.733,83000,United States,65202,Microsoft SQL Server,6,Elasticsearch,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,6,1 (this is the only company where I've had this kind of position),5,250-499,41,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",100K-299K (city),Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D",1
2019,2018-12-11T06:58:10.71,65000,United States,49684,Microsoft SQL Server,4,,Full time employee,"Developer: App code (C#, JS, etc)",No,4,2 (I worked at another similar position elsewhere before this one),None,250-499,30,Associates (2 years),Yes,"Yes, and they're currently valid",40,1,"<= 20,000 (town)",Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, R&D",1
2019,2018-12-11T06:57:59.022,104000,Switzerland,9000,Microsoft SQL Server,4,"Microsoft SQL Server, Oracle",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,1 (this is the only company where I've had this kind of position),1,500-999,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",42,"None, or less than 1 day per week",20K-99K (large town),Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Manual tasks, Meetings & management, R&D, Training/teaching",1
2019,2018-12-11T06:58:15.682,120000,United States,60440,Microsoft SQL Server,18,"Microsoft SQL Server, Amazon RDS (any flavor)",Full time employee,Engineer,No,16,5,4,100-249,150,Bachelors (4 years),Yes,"No, I never have",45,5 or more,1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2019,2018-12-11T06:58:20.203,100000,United States,37201,Microsoft SQL Server,8,Azure SQL DB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,1 (this is the only company where I've had this kind of position),1,1000 or more,90,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",1M+ (metropolis),"Education (K-12, college, university)","Yes, but only passively (just curious)",Change both employers and roles,Male,Engineer,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2019,2018-12-11T07:00:29.278,75000,Sweden,,Microsoft SQL Server,16,"Microsoft SQL Server, Azure SQL DB",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,1 (this is the only company where I've had this kind of position),None,1000 or more,150,None (no degree completed),N/A,"Yes, and they're currently valid",40,1,20K-99K (large town),Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2019,2018-12-11T07:03:05.683,54409.68,Ireland,,Microsoft SQL Server,3,"PostgreSQL, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,2 (I worked at another similar position elsewhere before this one),None,100-249,10,Masters,Yes,"No, I never have",45,"None, or less than 1 day per week",20K-99K (large town),Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2019,2018-12-11T07:03:09.147,71000,Germany,53,Microsoft SQL Server,5,PostgreSQL,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,0,1 (this is the only company where I've had this kind of position),More than 5,6-99,40,Masters,No,"No, I never have",45,1,100K-299K (city),Private business,No,Prefer not to say,Male,Architect,"Build scripts & automation tools, R&D",1
2019,2018-12-11T07:03:29.848,107000,United States,37027,Microsoft SQL Server,15,PostgreSQL,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,20,5,None,1000 or more,20,Bachelors (4 years),No,"Yes, and they're currently valid",40,5 or more,300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2019,2018-12-11T07:04:11.848,35000,Spain,,Microsoft SQL Server,7,Oracle,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,13,2 (I worked at another similar position elsewhere before this one),More than 5,100-249,40,None (no degree completed),N/A,"No, I never have",40,5 or more,1M+ (metropolis),Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching",1
2019,2018-12-11T07:04:34.082,85000,United States,33463,Microsoft SQL Server,8,,Full time employee,Analyst,No,5,6 or more,3,1000 or more,11,Bachelors (4 years),Yes,"No, I never have",40,5 or more,1M+ (metropolis),"Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, On-call 24/7/365, Projects, R&D",1
2019,2018-12-11T07:09:55.652,90000,United States,36117,Microsoft SQL Server,2,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,2,1 (this is the only company where I've had this kind of position),1,6-99,4,Bachelors (4 years),No,"No, I never have",50,"None, or less than 1 day per week",100K-299K (city),Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: T-SQL","Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2019,2018-12-11T07:12:58.999,99100,United States,48111,Microsoft SQL Server,12,"Microsoft Access, Red Brick Warehouse",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,3,More than 5,1000 or more,318,None (no degree completed),N/A,"Yes, but they expired",40,"None, or less than 1 day per week",100K-299K (city),Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Manual tasks, Projects",1
2019,2018-12-11T07:20:44.94,20750,United Kingdom,BT3,Microsoft SQL Server,1,"Oracle, MongoDB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,1 (this is the only company where I've had this kind of position),5,1000 or more,500,None (no degree completed),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, On-call 24/7/365",1
2019,2018-12-11T07:25:46.271,260000,United States,94607,Microsoft SQL Server,23,"DB2, Redis, Elasticsearch, Amazon RDS (any flavor), MemSQL, DynamoDB",Full time employee,Manager,Yes,6,2 (I worked at another similar position elsewhere before this one),More than 5,1000 or more,170,Masters,Yes,"Yes, but they expired",50,3,1M+ (metropolis),Private business,No,"Stay with the same employer,  but change roles",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching",1
2019,2018-12-11T07:26:16.379,70800,United Kingdom,NG2,Microsoft SQL Server,11,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,11,4,1,1000 or more,100,None (no degree completed),N/A,"No, I never have",40,1,100K-299K (city),Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects",1
2019,2018-12-11T07:27:51.677,85000,United States,53209,Microsoft SQL Server,4,"MySQL/MariaDB, Progress OpenEdge",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,2 (I worked at another similar position elsewhere before this one),1,6-99,200,Bachelors (4 years),Yes,"No, I never have",60,"None, or less than 1 day per week",300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,Analyst,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
2019,2018-12-11T07:28:15.581,105000,United States,75000,Microsoft SQL Server,4,"Microsoft SQL Server, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,4,1 (this is the only company where I've had this kind of position),None,250-499,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer,  but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching",1
2019,2018-12-11T07:35:09.369,167000,United States,,Microsoft SQL Server,20,"Oracle, PostgreSQL",Full time employee,Architect,Yes,10,2 (I worked at another similar position elsewhere before this one),None,100-249,15,Bachelors (4 years),Yes,"No, I never have",50,1,1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching",1
2019,2018-12-11T07:36:11.382,108000,United States,44017,Microsoft SQL Server,10,"MySQL/MariaDB, MongoDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,2 (I worked at another similar position elsewhere before this one),4,1000 or more,4000,Bachelors (4 years),Yes,"Yes, but they expired",50,1,300K-1M (large city),Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects",1
2019,2018-12-11T07:38:20.53,82000,United Kingdom,,Microsoft SQL Server,11,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,1 (this is the only company where I've had this kind of position),3,250-499,100,Bachelors (4 years),No,"Yes, but they expired",38,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Projects",1
2019,2018-12-11T07:41:21.149,38000,Spain,,Microsoft SQL Server,11,"Microsoft SQL Server, Oracle",Full time employee,Analyst,No,20,3,None,250-499,3,None (no degree completed),Yes,"No, I never have",38,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2019,2018-12-11T07:41:38.368,70000,United Kingdom,DA6,Microsoft SQL Server,10,,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,10,4,More than 5,1000 or more,10,Bachelors (4 years),Yes,"Yes, but they expired",48,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2019,2018-12-11T07:50:22.275,82000,United States,62062,Oracle,5,"Microsoft SQL Server, Oracle",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,2 (I worked at another similar position elsewhere before this one),1,1000 or more,15,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",300K-1M (large city),Non-profit,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Manual tasks, Projects",1
2019,2018-12-11T07:53:35.392,118000,United States,75034,Microsoft SQL Server,16,,Full time employee,Developer: T-SQL,No,17,2 (I worked at another similar position elsewhere before this one),None,500-999,3,None (no degree completed),N/A,"No, I never have",40,5 or more,1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks",1
2019,2018-12-11T07:54:14.934,44000,Italy,20153,Microsoft SQL Server,7,"Oracle, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,2 (I worked at another similar position elsewhere before this one),None,1000 or more,30,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2019,2018-12-11T07:56:53.332,72000,United States,05401,Microsoft SQL Server,20,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",No,17,1 (this is the only company where I've had this kind of position),1,6-99,40,Associates (2 years),N/A,"No, I never have",45,5 or more,"<= 20,000 (town)","Education (K-12, college, university)",No,"Stay with the same employer, same role",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer","Manual tasks, On-call as part of a rotation, Projects",1
2019,2018-12-11T07:59:01.904,92000,United States,15210,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,13,2 (I worked at another similar position elsewhere before this one),3,1000 or more,200,Masters,Yes,"No, I never have",40,3,300K-1M (large city),Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2019,2018-12-11T08:24:11.534,115000,United States,06013,Microsoft SQL Server,10,"Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,Manager,Yes,10,3,More than 5,1000 or more,50,None (no degree completed),N/A,"Yes, and they're currently valid",50,2,100K-299K (city),Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, R&D",1
2019,2018-12-11T08:29:59.861,45000,United States,73114,Microsoft SQL Server,1,,Full time employee,Developer: T-SQL,No,1,1 (this is the only company where I've had this kind of position),1,6-99,50,Bachelors (4 years),No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",300K-1M (large city),Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2019,2018-12-11T08:30:17.088,110000,United States,97204,Microsoft SQL Server,15,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,2 (I worked at another similar position elsewhere before this one),None,1000 or more,20,Masters,No,"Yes, but they expired",40,"None, or less than 1 day per week",1M+ (metropolis),Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Engineer,"Build scripts & automation tools, Meetings & management, Projects, Training/teaching",1
2019,2018-12-11T08:47:58.088,240000,United States,60030,Microsoft SQL Server,19,Microsoft SQL Server,"Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,6 or more,5,1000 or more,25,Masters,Yes,"Yes, but they expired",50,1,1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2019,2018-12-11T08:52:02.383,130000,United States,19047,Microsoft SQL Server,20,"PostgreSQL, MongoDB, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,Architect,Yes,20,3,None,1000 or more,10,Masters,Yes,"No, I never have",50,1,1M+ (metropolis),Private business,No,"Stay with the same employer,  but change roles",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Manager",Build scripts & automation tools,1
2019,2018-12-11T09:05:41.077,105000,United States,19107,Microsoft SQL Server,5,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,5,3,None,1000 or more,25,Bachelors (4 years),No,"No, I never have",40,1,1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2019,2018-12-11T09:06:49.375,500000,United States,55128,Microsoft SQL Server,22,"Azure SQL DB, Amazon RDS (any flavor)","Independent consultant, contractor, freelancer,  or company owner",Developer: T-SQL,Yes,20,1 (this is the only company where I've had this kind of position),1,6-99,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",60,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching",1
2019,2018-12-11T09:07:00.186,97000,United States,80907,Microsoft SQL Server,10,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,4,1,500-999,6,Bachelors (4 years),No,"No, I never have",40,5 or more,300K-1M (large city),Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching",1
2019,2018-12-11T09:07:08.791,97000,United States,08078,Microsoft SQL Server,11,"Microsoft SQL Server, Oracle, MongoDB, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,1 (this is the only company where I've had this kind of position),2,1000 or more,125,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching",1
2019,2018-12-11T09:07:13.326,110000,United States,75007,Microsoft SQL Server,18,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Microsoft Access, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,18,1 (this is the only company where I've had this kind of position),None,100-249,25,None (no degree completed),N/A,"No, I never have",45,2,1M+ (metropolis),Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)","Manual tasks, Projects",1
2019,2018-12-11T09:07:19.819,115000,United States,66208,Microsoft SQL Server,20,,Full time employee,Developer: T-SQL,No,25,5,4,1000 or more,15,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Female,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2019,2018-12-11T09:09:29.206,120000,United States,75207,Microsoft SQL Server,18,PostgreSQL,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,5,3,1000 or more,30,Masters,No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,Data Scientist,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2019,2018-12-11T09:09:51.409,101000,United States,55024,Microsoft SQL Server,8,"Microsoft Access, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,8,1 (this is the only company where I've had this kind of position),2,100-249,500,Bachelors (4 years),Yes,"Yes, but they expired",50,"None, or less than 1 day per week",300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,"Developer: T-SQL, Manager","Build scripts & automation tools, On-call 24/7/365, Projects, R&D",1
2019,2018-12-11T09:09:55.916,0,Canada,,Microsoft SQL Server,5,"Microsoft SQL Server, SQLite","Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",No,5,1 (this is the only company where I've had this kind of position),None,1-5,6,None (no degree completed),N/A,"No, I never have",50,5 or more,20K-99K (large town),Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Meetings & management, On-call 24/7/365, Projects, Training/teaching",1
2019,2018-12-11T09:10:34.674,62000,United Kingdom,,Microsoft SQL Server,8,"Redis, Azure SQL DB",Full time employee,Manager,Yes,8,1 (this is the only company where I've had this kind of position),None,6-99,2,Doctorate/PhD,No,"No, I never have",45,"None, or less than 1 day per week",300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects",1
2019,2018-12-11T09:10:38.013,145000,United States,27616,Microsoft SQL Server,20,Azure SQL DB,Full time employee,Architect,No,20,2 (I worked at another similar position elsewhere before this one),None,250-499,20,None (no degree completed),N/A,"No, I never have",45,5 or more,300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2019,2018-12-11T09:11:00.347,92000,United States,06484,Microsoft SQL Server,4,"Microsoft SQL Server, Oracle, DB2, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,2 (I worked at another similar position elsewhere before this one),More than 5,1000 or more,350,Masters,Yes,"Yes, and they're currently valid",65,2,1M+ (metropolis),Private business,"Yes, actively looking for something else",Change both employers and roles,Female,Architect,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
2019,2018-12-11T09:11:07.604,85000,United States,,Microsoft SQL Server,3,"Microsoft SQL Server, Amazon RDS (any flavor)",Full time employee,Engineer,No,3,1 (this is the only company where I've had this kind of position),None,6-99,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",100K-299K (city),Private business,No,"Stay with the same employer, same role",Female,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D",1
2019,2018-12-11T09:11:55.256,56000,United States,05,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, SQLite",Full time employee,Engineer,No,7,4,None,100-249,8,None (no degree completed),N/A,"No, I never have",45,"None, or less than 1 day per week","<= 20,000 (town)","Education (K-12, college, university)","Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, R&D",1
2019,2018-12-11T09:12:03.648,74000,United States,,Microsoft SQL Server,3,,Full time employee of a consulting/contracting company,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,2,2 (I worked at another similar position elsewhere before this one),More than 5,1000 or more,100,Bachelors (4 years),No,"No, I never have",40,4,300K-1M (large city),Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Female,"Analyst, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects",1
2019,2018-12-11T09:12:18.379,89000,United States,71730,Microsoft SQL Server,10,"MySQL/MariaDB, Microsoft Access",Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,10,2 (I worked at another similar position elsewhere before this one),None,500-999,7,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week","<= 20,000 (town)",Private business,No,"Stay with the same employer, same role",Male,"Analyst, Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects",1
2019,2018-12-11T09:12:29.407,120500,United States,97204,Microsoft SQL Server,18,Azure SQL DB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,14,3,3,1000 or more,75,Associates (2 years),No,"Yes, but they expired",45,4,300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,,1
2019,2018-12-11T09:12:48.545,47500,United Kingdom,,Microsoft SQL Server,10,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,1 (this is the only company where I've had this kind of position),2,100-249,30,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",100K-299K (city),Private business,No,"Stay with the same employer, same role",Male,,"Meetings & management, On-call 24/7/365",1
2019,2018-12-11T09:13:03.394,104000,United States,30097,Microsoft SQL Server,15,"MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,"Developer: App code (C#, JS, etc)",Yes,25,2 (I worked at another similar position elsewhere before this one),1,6-99,6,None (no degree completed),N/A,"Yes, and they're currently valid",60,1,1M+ (metropolis),Private business,No,"Stay with the same employer,  but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D",1
2019,2018-12-11T09:13:15.494,99600,United States,54703,Microsoft SQL Server,11,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,"Developer: App code (C#, JS, etc)",No,4,2 (I worked at another similar position elsewhere before this one),None,6-99,4,Associates (2 years),Yes,"Yes, and they're currently valid",42,2,20K-99K (large town),Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
